Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
38.21000  		1.37571         	0.05702          	0.03118          
38.22000  		1.33687         	0.07058          	0.03182          
38.23000  		1.24016         	0.08347          	0.03259          
38.24000  		1.10061         	0.09517          	0.03349          
38.25000  		0.94465         	0.10540          	0.03449          
38.26000  		0.79957         	0.11412          	0.03559          
38.27000  		0.68726         	0.12155          	0.03677          
38.28000  		0.62364         	0.12811          	0.03802          
38.29000  		0.61365         	0.13430          	0.03933          
38.30000  		0.64783         	0.14060          	0.04070          
38.31000  		0.70749         	0.14738          	0.04214          
38.32000  		0.77340         	0.15478          	0.04365          
38.33000  		0.83378         	0.16282          	0.04524          
38.34000  		0.88672         	0.17142          	0.04691          
38.35000  		0.93433         	0.18053          	0.04867          
38.36000  		0.97885         	0.19009          	0.05052          
38.37000  		1.02682         	0.20012          	0.05247          
38.38000  		1.08817         	0.21070          	0.05453          
38.39000  		1.16340         	0.22195          	0.05669          
38.40000  		1.23542         	0.23395          	0.05897          
38.41000  		1.27768         	0.24651          	0.06137          
38.42000  		1.26761         	0.25924          	0.06390          
38.43000  		1.19276         	0.27154          	0.06655          
38.44000  		1.04924         	0.28275          	0.06933          
38.45000  		0.84063         	0.29220          	0.07220          
38.46000  		0.58202         	0.29932          	0.07516          
38.47000  		0.30492         	0.30375          	0.07818          
38.48000  		0.05450         	0.30555          	0.08123          
38.49000  		-0.12299        	0.30520          	0.08428          
38.50000  		-0.19352        	0.30362          	0.08733          
38.51000  		-0.14270        	0.30194          	0.09036          
38.52000  		0.02026         	0.30133          	0.09337          
38.53000  		0.26091         	0.30273          	0.09639          
38.54000  		0.52749         	0.30668          	0.09944          
38.55000  		0.76793         	0.31315          	0.10253          
38.56000  		0.94034         	0.32170          	0.10571          
38.57000  		1.01110         	0.33145          	0.10897          
38.58000  		0.95517         	0.34128          	0.11233          
38.59000  		0.76707         	0.34989          	0.11579          
38.60000  		0.47110         	0.35609          	0.11932          
38.61000  		0.11519         	0.35902          	0.12290          
38.62000  		-0.24825        	0.35835          	0.12649          
38.63000  		-0.57473        	0.35424          	0.13006          
38.64000  		-0.82818        	0.34722          	0.13357          
38.65000  		-0.98159        	0.33817          	0.13700          
38.66000  		-1.02296        	0.32815          	0.14033          
38.67000  		-0.96103        	0.31823          	0.14356          
38.68000  		-0.82428        	0.30930          	0.14670          
38.69000  		-0.65222        	0.30192          	0.14975          
38.70000  		-0.48249        	0.29625          	0.15274          
38.71000  		-0.33976        	0.29214          	0.15568          
38.72000  		-0.23336        	0.28927          	0.15859          
38.73000  		-0.16497        	0.28728          	0.16147          
38.74000  		-0.13759        	0.28577          	0.16433          
38.75000  		-0.15666        	0.28430          	0.16718          
38.76000  		-0.22247        	0.28240          	0.17002          
38.77000  		-0.32331        	0.27967          	0.17283          
38.78000  		-0.44026        	0.27585          	0.17561          
38.79000  		-0.55822        	0.27086          	0.17834          
38.80000  		-0.66596        	0.26474          	0.18102          
38.81000  		-0.74251        	0.25770          	0.18363          
38.82000  		-0.75182        	0.25023          	0.18617          
38.83000  		-0.66164        	0.24316          	0.18864          
38.84000  		-0.46957        	0.23750          	0.19104          
38.85000  		-0.20789        	0.23412          	0.19340          
38.86000  		0.07263         	0.23344          	0.19573          
38.87000  		0.31851         	0.23539          	0.19808          
38.88000  		0.48105         	0.23939          	0.20045          
38.89000  		0.52560         	0.24443          	0.20287          
38.90000  		0.44368         	0.24927          	0.20534          
38.91000  		0.25705         	0.25278          	0.20785          
38.92000  		0.00875         	0.25411          	0.21038          
38.93000  		-0.25432        	0.25288          	0.21292          
38.94000  		-0.49858        	0.24911          	0.21543          
38.95000  		-0.70999        	0.24307          	0.21790          
38.96000  		-0.88602        	0.23509          	0.22029          
38.97000  		-1.02549        	0.22553          	0.22259          
38.98000  		-1.12745        	0.21477          	0.22480          
38.99000  		-1.19451        	0.20316          	0.22689          
39.00000  		-1.23100        	0.19103          	0.22886          
39.01000  		-1.23759        	0.17869          	0.23071          
39.02000  		-1.21341        	0.16643          	0.23243          
39.03000  		-1.16634        	0.15453          	0.23403          
39.04000  		-1.11649        	0.14312          	0.23552          
39.05000  		-1.08719        	0.13210          	0.23690          
39.06000  		-1.09408        	0.12119          	0.23817          
39.07000  		-1.14116        	0.11002          	0.23932          
39.08000  		-1.21962        	0.09821          	0.24036          
39.09000  		-1.30645        	0.08558          	0.24128          
39.10000  		-1.37243        	0.07219          	0.24207          
39.11000  		-1.39973        	0.05833          	0.24273          
39.12000  		-1.39044        	0.04438          	0.24324          
39.13000  		-1.35771        	0.03064          	0.24361          
39.14000  		-1.31260        	0.01729          	0.24385          
39.15000  		-1.25971        	0.00442          	0.24396          
39.16000  		-1.20054        	-0.00788         	0.24394          
39.17000  		-1.13541        	-0.01956         	0.24381          
39.18000  		-1.06049        	-0.03054         	0.24355          
39.19000  		-0.96347        	-0.04066         	0.24320          
39.20000  		-0.82304        	-0.04959         	0.24275          
39.21000  		-0.61964        	-0.05680         	0.24221          
39.22000  		-0.35286        	-0.06166         	0.24162          
39.23000  		-0.04641        	-0.06366         	0.24099          
39.24000  		0.26370         	-0.06257         	0.24035          
39.25000  		0.54418         	-0.05854         	0.23975          
39.26000  		0.77301         	-0.05195         	0.23919          
39.27000  		0.94124         	-0.04338         	0.23871          
39.28000  		1.05431         	-0.03340         	0.23833          
39.29000  		1.13495         	-0.02245         	0.23805          
39.30000  		1.21360         	-0.01071         	0.23788          
39.31000  		1.30545         	0.00188          	0.23784          
39.32000  		1.40066         	0.01541          	0.23792          
39.33000  		1.47718         	0.02980          	0.23815          
39.34000  		1.51432         	0.04476          	0.23852          
39.35000  		1.49479         	0.05981          	0.23904          
39.36000  		1.40590         	0.07431          	0.23972          
39.37000  		1.24576         	0.08757          	0.24053          
39.38000  		1.02793         	0.09894          	0.24146          
39.39000  		0.77854         	0.10797          	0.24250          
39.40000  		0.52516         	0.11449          	0.24361          
39.41000  		0.28567         	0.11854          	0.24478          
39.42000  		0.06874         	0.12031          	0.24598          
39.43000  		-0.11846        	0.12007          	0.24718          
39.44000  		-0.26764        	0.11814          	0.24837          
39.45000  		-0.37447        	0.11492          	0.24954          
39.46000  		-0.44468        	0.11083          	0.25067          
39.47000  		-0.49356        	0.10614          	0.25175          
39.48000  		-0.53805        	0.10098          	0.25279          
39.49000  		-0.59192        	0.09533          	0.25377          
39.50000  		-0.66600        	0.08904          	0.25469          
39.51000  		-0.76421        	0.08189          	0.25555          
39.52000  		-0.88058        	0.07367          	0.25633          
39.53000  		-1.00638        	0.06423          	0.25702          
39.54000  		-1.13665        	0.05352          	0.25761          
